|6.6.6
CV3hy1wt_678_1.tab                                                                                  
           2
P(bar)  
   1.0000000000000000     
   350.87468671679198     
         400
T(K)    
   275.00000000000000     
   9.1137123745819402     
         300
           9
P(bar)         T(K)           rho,kg/m3      vp,km/s        vs,km/s        cp,J/K/m3      alpha,1/K      Ks,bar         Gs,bar        
  14737.74       439.0468       3586.979       7.637050       4.172449       3261756.      0.2730493E-04   1259463.       624469.0    
  15088.61       439.0468       3588.149       7.640174       4.173393       3262291.      0.2727253E-04   1261210.       624955.6    
  15439.49       439.0468       3589.369       7.643226       4.174271       3262832.      0.2723996E-04   1262962.       625431.0    
  15790.36       439.0468       3590.228       7.646780       4.175611       3263333.      0.2720909E-04   1264680.       625982.4    
  16141.24       439.0468       3594.169       7.634006       4.175235       3264528.      0.2702114E-04   1259203.       626556.6    
  16492.11       439.0468       3595.201       7.637288       4.176301       3265115.      0.2698933E-04   1260939.       627056.7    
  16842.98       439.0468       3599.748       7.616131       4.176183       3266647.      0.2670687E-04   1250964.       627814.4    
  17193.86       439.0468       3600.821       7.619704       4.177277       3267199.      0.2667557E-04   1252859.       628330.4    
  17544.73       439.0468       3601.587       7.623855       4.178386       3267626.      0.2664809E-04   1254960.       628797.7    
  17895.61       439.0468       3603.424       7.626353       4.178612       3268596.      0.2661820E-04   1256881.       629186.7    
  18246.48       439.0468       3604.568       7.629815       4.179584       3269193.      0.2658769E-04   1258794.       629679.2    
  18597.36       439.0468       3605.624       7.633380       4.180692       3269736.      0.2655666E-04   1260679.       630197.8    
  18948.23       439.0468       3606.711       7.636859       4.181838       3270286.      0.2652483E-04   1262515.       630733.2    
  19299.11       439.0468       3607.821       7.640292       4.182966       3270847.      0.2649296E-04   1264341.       631267.9    
  19649.98       439.0468       3608.208       7.644752       4.184839       3271021.      0.2646091E-04   1266182.       631901.1    
  20000.86       439.0468       3608.880       7.649023       4.185952       3271406.      0.2643505E-04   1268327.       632355.0    
  20351.73       439.0468       3611.218       7.650587       4.185987       3272608.      0.2640157E-04   1269999.       632775.3    
  20702.61       439.0468       3611.433       7.655271       4.188030       3272688.      0.2636974E-04   1271840.       633430.7    
  21053.48       439.0468       3612.500       7.658775       4.189095       3273240.      0.2633956E-04   1273725.       633940.1    
  21404.36       439.0468       3613.813       7.661796       4.190164       3273888.      0.2630618E-04   1275429.       634494.1    
  21755.23       439.0468       3614.703       7.665519       4.191444       3274341.      0.2627561E-04   1277288.       635038.3    
  22106.11       439.0468       3615.748       7.669023       4.192550       3274878.      0.2624537E-04   1279153.       635557.1    
  22456.98       439.0468       3616.847       7.672445       4.193594       3275444.      0.2621528E-04   1281019.       636067.0    
  22807.85       439.0468       3617.776       7.676094       4.194822       3275919.      0.2618506E-04   1282877.       636603.2    
  23158.73       439.0468       3618.818       7.679581       4.195926       3276454.      0.2615505E-04   1284737.       637121.8    
  23509.60       439.0468       3619.859       7.683063       4.197030       3276989.      0.2612512E-04   1286596.       637640.4    
  23860.48       439.0468       3621.028       7.686364       4.197990       3277594.      0.2609548E-04   1288460.       638138.0    
  24211.35       439.0468       3622.129       7.689751       4.199022       3278160.      0.2606582E-04   1290319.       638646.1    
  24562.23       439.0468       3623.151       7.693238       4.200140       3278685.      0.2603612E-04   1292173.       639166.5    
  24913.10       439.0468       3624.173       7.696720       4.201257       3279210.      0.2600650E-04   1294026.       639686.7    
  25263.98       439.0468       3625.444       7.699860       4.202085       3279871.      0.2597747E-04   1295896.       640163.3    
  25614.85       439.0468       3626.553       7.703208       4.203101       3280443.      0.2594814E-04   1297750.       640669.0    
  25965.73       439.0468       3627.662       7.706552       4.204116       3281015.      0.2591889E-04   1299603.       641174.5    
  26316.60       439.0468       3628.788       7.709872       4.205100       3281598.      0.2588989E-04   1301464.       641673.8    
  26667.48       439.0468       3629.746       7.713411       4.206272       3282089.      0.2586066E-04   1303311.       642201.0    
  27018.35       439.0468       3630.702       7.716945       4.207444       3282579.      0.2583150E-04   1305157.       642728.1    
  27369.23       439.0468       3631.657       7.720474       4.208615       3283069.      0.2580243E-04   1307002.       643255.0    
  27720.10       439.0468       3632.786       7.723762       4.209593       3283652.      0.2577368E-04   1308854.       643754.0    
  28070.97       439.0468       3634.836       7.725912       4.209291       3284776.      0.2574967E-04   1310923.       644025.2    
  28421.85       439.0468       3635.271       7.730018       4.211268       3284949.      0.2571704E-04   1312580.       644707.4    
  28772.72       439.0468       3635.939       7.733923       4.212727       3285285.      0.2568814E-04   1314421.       645272.8    
  29123.60       439.0468       3636.698       7.737708       4.214066       3285671.      0.2565970E-04   1316278.       645817.5    
  29474.47       439.0468       3637.972       7.740771       4.214870       3286336.      0.2563160E-04   1318135.       646290.5    
  29825.35       439.0468       3638.887       7.744293       4.216103       3286800.      0.2560260E-04   1319947.       646831.4    
  30176.22       439.0468       3639.705       7.747923       4.217487       3287205.      0.2557297E-04   1321724.       647401.5    
  30527.10       439.0468       3641.016       7.750921       4.218239       3287889.      0.2554524E-04   1323584.       647865.7    
  30877.97       439.0468       3643.386       7.752489       4.217803       3289163.      0.2551939E-04   1325510.       648153.5    
  31228.85       439.0468       3642.985       7.757782       4.220455       3288904.      0.2548909E-04   1327268.       648897.3    
  31579.72       439.0468       3644.927       7.760113       4.220101       3289984.      0.2546776E-04   1329439.       649134.2    
  31930.60       439.0468       3647.076       7.770488       4.236612       3292050.      0.2544070E-04   1329309.       654609.3    
  32281.47       439.0468       3647.363       7.776901       4.240242       3292464.      0.2542633E-04   1331555.       655783.2    
  32632.35       439.0468       3649.419       7.779288       4.240574       3293608.      0.2540248E-04   1333523.       656255.4    
  32983.22       439.0468       3650.293       7.783137       4.242108       3294097.      0.2537645E-04   1335395.       656887.8    
  33334.10       439.0468       3654.586       7.784294       4.241433       3296708.      0.2536805E-04   1337904.       657450.9    
  33684.97       439.0468       3655.689       7.788732       4.243455       3297441.      0.2534880E-04   1339997.       658276.8    
  34035.84       439.0468       3656.741       7.791903       4.244444       3297969.      0.2532017E-04   1341781.       658773.1    
  34386.72       439.0468       3658.006       7.796528       4.246625       3298843.      0.2530401E-04   1343979.       659678.3    
  34737.59       439.0468       3659.063       7.800376       4.248173       3299465.      0.2528039E-04   1345922.       660350.1    
  35088.47       439.0468       3660.341       7.804493       4.249946       3300284.      0.2526107E-04   1348008.       661132.4    
  35439.34       439.0468       3661.649       7.808107       4.251307       3301055.      0.2523852E-04   1349991.       661792.1    
  35790.22       439.0468       3664.438       7.811745       4.252670       3302896.      0.2523123E-04   1352535.       662721.1    
  36141.09       439.0468       3665.688       7.816015       4.254572       3303711.      0.2521274E-04   1354652.       663540.3    
  36491.97       439.0468       3663.633       7.824194       4.259678       3302651.      0.2518684E-04   1356456.       664760.8    
