|6.6.6
CM_hydrous_differentiated_Ganymede_Core80Fe20S_1.tab                                                
           2
T(K)    
   273.150000000000     
   5.53477564102564     
         313
P(bar)  
   1.00000000000000     
   277.240384615385     
         313
           9
T(K)           P(bar)         rho,kg/m3      vp,km/s        vs,km/s        cp,J/K/m3      alpha,1/K      Ks,bar         Gs,bar        
  1900.37        65707.0        3636.41        7.16771        3.44325       0.431222E+007  0.339126E-004  0.129340E+007   431133.     
  1905.91        65707.0        3635.73        7.16590        3.44239       0.431218E+007  0.339473E-004  0.129250E+007   430835.     
  1911.44        65707.0        3635.04        7.16410        3.44152       0.431212E+007  0.339821E-004  0.129161E+007   430537.     
  1916.98        65707.0        3634.36        7.16230        3.44066       0.431205E+007  0.340169E-004  0.129072E+007   430240.     
  1922.51        65707.0        3633.67        7.16051        3.43980       0.431197E+007  0.340518E-004  0.128983E+007   429944.     
  1928.05        65707.0        3632.99        7.15871        3.43894       0.431187E+007  0.340867E-004  0.128894E+007   429647.     
  1933.58        65707.0        3632.30        7.15688        3.43805       0.431175E+007  0.341223E-004  0.128804E+007   429346.     
  1939.12        65707.0        3631.61        7.15507        3.43719       0.431162E+007  0.341575E-004  0.128714E+007   429048.     
  1944.65        65707.0        3630.93        7.15328        3.43633       0.431149E+007  0.341926E-004  0.128626E+007   428752.     
  1950.19        65707.0        3630.24        0.00000        0.00000       0.431135E+007  0.342278E-004            NaN            NaN
  1955.72        65707.0        3629.55        0.00000        0.00000       0.431119E+007  0.342631E-004            NaN            NaN
  1961.26        65707.0        3628.86        7.14791        3.43374       0.431101E+007  0.342992E-004  0.128359E+007   427864.     
  1966.79        65707.0        3628.16        7.14611        3.43288       0.431083E+007  0.343353E-004  0.128270E+007   427567.     
  1972.33        65707.0        3627.47        7.14432        3.43202       0.431063E+007  0.343715E-004  0.128181E+007   427271.     
  1977.86        65707.0        3626.79        7.14254        3.43117       0.431042E+007  0.344050E-004  0.128094E+007   426979.     
  1983.40        65707.0        3626.08        7.14079        3.43032       0.431022E+007  0.344433E-004  0.128006E+007   426685.     
  1988.93        65707.0        3625.40        7.13898        3.42945       0.430996E+007  0.344772E-004  0.127917E+007   426389.     
  1994.47        65707.0        3624.71        7.13718        3.42859       0.430971E+007  0.345135E-004  0.127828E+007   426092.     
  2000.00        65707.0        3624.01        7.13539        3.42773       0.430944E+007  0.345501E-004  0.127739E+007   425797.     
  273.150        65984.2        3627.46        0.00000        0.00000       0.293115E+007  0.260499E-004            NaN            NaN
  278.685        65984.2        3630.83        0.00000        0.00000       0.299213E+007  0.263465E-004            NaN            NaN
  284.220        65984.2        3634.08        0.00000        0.00000       0.305046E+007  0.266322E-004            NaN            NaN
  289.754        65984.2        3462.53        0.00000        0.00000       0.281060E+007  0.224493E-004            NaN            NaN
  295.289        65984.2        3461.59        0.00000        0.00000       0.285327E+007  0.227042E-004            NaN            NaN
  300.824        65984.2        3461.27        0.00000        0.00000       0.289505E+007  0.229524E-004            NaN            NaN
  306.359        65984.2        3460.40        0.00000        0.00000       0.293467E+007  0.231882E-004            NaN            NaN
  311.893        65984.2        3460.12        0.00000        0.00000       0.297359E+007  0.234184E-004            NaN            NaN
  317.428        65984.2        3459.48        0.00000        0.00000       0.301071E+007  0.236382E-004            NaN            NaN
  322.963        65984.2        3424.01        0.00000        0.00000       0.297402E+007  0.196660E-004            NaN            NaN
  328.498        65984.2        3423.57        0.00000        0.00000       0.300624E+007  0.198221E-004            NaN            NaN
  334.033        65984.2        3422.94        0.00000        0.00000       0.303714E+007  0.199747E-004            NaN            NaN
  339.567        65984.2        3422.48        0.00000        0.00000       0.306717E+007  0.201204E-004            NaN            NaN
  345.102        65984.2        3422.01        0.00000        0.00000       0.309620E+007  0.202610E-004            NaN            NaN
  350.637        65984.2        3421.54        0.00000        0.00000       0.312428E+007  0.203970E-004            NaN            NaN
  356.172        65984.2        3421.11        0.00000        0.00000       0.315152E+007  0.205281E-004            NaN            NaN
  361.706        65984.2        3420.63        0.00000        0.00000       0.317785E+007  0.206553E-004            NaN            NaN
  367.241        65984.2        3419.73        0.00000        0.00000       0.320282E+007  0.207830E-004            NaN            NaN
  372.776        65984.2        3419.32        0.00000        0.00000       0.322763E+007  0.209017E-004            NaN            NaN
  378.311        65984.2        3418.37        0.00000        0.00000       0.325102E+007  0.210223E-004            NaN            NaN
  383.846        65984.2        3417.80        0.00000        0.00000       0.327419E+007  0.211354E-004            NaN            NaN
  389.380        65984.2        3417.23        0.00000        0.00000       0.329666E+007  0.212452E-004            NaN            NaN
  394.915        65984.2        3416.65        0.00000        0.00000       0.331848E+007  0.213519E-004            NaN            NaN
  400.450        65984.2        3416.53        0.00000        0.00000       0.334028E+007  0.214508E-004            NaN            NaN
  405.985        65984.2        3415.73        0.00000        0.00000       0.336061E+007  0.215540E-004            NaN            NaN
  411.519        65984.2        3414.91        0.00000        0.00000       0.338034E+007  0.216545E-004            NaN            NaN
  417.054        65984.2        3412.87        0.00000        0.00000       0.339809E+007  0.217389E-004            NaN            NaN
  422.589        65984.2        3412.20        0.00000        0.00000       0.341696E+007  0.218312E-004            NaN            NaN
  428.124        65984.2        3412.93        0.00000        0.00000       0.343706E+007  0.219224E-004            NaN            NaN
  433.658        65984.2        3412.94        0.00000        0.00000       0.345574E+007  0.220181E-004            NaN            NaN
  439.193        65984.2        3412.41        0.00000        0.00000       0.347335E+007  0.221036E-004            NaN            NaN
  444.728        65984.2        3412.07        0.00000        0.00000       0.349075E+007  0.221852E-004            NaN            NaN
  450.263        65984.2        3409.58        0.00000        0.00000       0.350507E+007  0.222593E-004            NaN            NaN
  455.798        65984.2        3410.86        7.18893        3.45345       0.352360E+007  0.223478E-004  0.122037E+007   406790.     
  461.332        65984.2        3410.25        7.18777        3.45289       0.353940E+007  0.224263E-004  0.121976E+007   406585.     
  466.867        65984.2        3409.61        7.18650        3.45228       0.355480E+007  0.225034E-004  0.121910E+007   406365.     
  472.402        65984.2        3408.96        7.18522        3.45167       0.356982E+007  0.225788E-004  0.121843E+007   406145.     
  477.937        65984.2        3408.32        7.18395        3.45106       0.358449E+007  0.226526E-004  0.121777E+007   405924.     
  483.471        65984.2        3407.68        7.18266        3.45044       0.359880E+007  0.227249E-004  0.121711E+007   405702.     
  489.006        65984.2        3407.01        7.18128        3.44977       0.361276E+007  0.227960E-004  0.121640E+007   405466.     
  494.541        65984.2        3404.91        7.17407        3.44631       0.362471E+007  0.228523E-004  0.121321E+007   404404.     
  500.076        65984.2        3404.68        7.17445        3.44650       0.363857E+007  0.229232E-004  0.121326E+007   404419.     
  505.611        65984.2        3403.86        7.17232        3.44547       0.365149E+007  0.229814E-004  0.121224E+007   404081.     
  511.145        65984.2        3403.54        7.17238        3.44550       0.366464E+007  0.230509E-004  0.121215E+007   404050.     
  516.680        65984.2        3402.41        7.16919        3.44397       0.367650E+007  0.231162E-004  0.121067E+007   403557.     
  522.215        65984.2        3401.71        7.16769        3.44325       0.368867E+007  0.231784E-004  0.120991E+007   403305.     
  527.750        65984.2        3400.37        7.16369        3.44132       0.369975E+007  0.232410E-004  0.120809E+007   402696.     
  533.284        65984.2        3399.45        7.16130        3.44018       0.371113E+007  0.233007E-004  0.120696E+007   402319.     
  538.819        65984.2        3398.78        7.15988        3.43950       0.372257E+007  0.233591E-004  0.120624E+007   402080.     
  544.354        65984.2        3397.97        7.15762        3.43841       0.373375E+007  0.234030E-004  0.120519E+007   401730.     
  549.889        65984.2        3397.43        7.15675        3.43799       0.374490E+007  0.234601E-004  0.120471E+007   401570.     
  555.424        65984.2        3396.71        7.15515        3.43722       0.375556E+007  0.235175E-004  0.120391E+007   401304.     
  560.958        65984.2        3395.98        7.15354        3.43645       0.376600E+007  0.235741E-004  0.120311E+007   401038.     
  566.493        65984.2        3395.25        7.15193        3.43568       0.377623E+007  0.236298E-004  0.120231E+007   400771.     
  572.028        65984.2        3394.69        7.15112        3.43529       0.378638E+007  0.236920E-004  0.120184E+007   400614.     
  577.563        65984.2        3393.90        7.14924        3.43439       0.379616E+007  0.237437E-004  0.120093E+007   400311.     
  583.097        65984.2        3393.06        7.14709        3.43335       0.380571E+007  0.237920E-004  0.119991E+007   399970.     
  588.632        65984.2        3392.35        7.14556        3.43262       0.381518E+007  0.238446E-004  0.119915E+007   399716.     
  594.167        65984.2        3391.51        7.14348        3.43162       0.382433E+007  0.238945E-004  0.119815E+007   399384.     
  599.702        65984.2        3390.70        7.14150        3.43067       0.383334E+007  0.239437E-004  0.119720E+007   399068.     
  605.237        65984.2        3390.58        7.14230        3.43105       0.384299E+007  0.239949E-004  0.119743E+007   399142.     
  610.771        65984.2        3635.35        7.92076        3.80501       0.385938E+007  0.277540E-004  0.157899E+007   526329.     
