|6.6.6
Comet_67P_CG_v7_3.tab                                                                               
           2
T(K)    
   273.150000000000     
   1.82167919799499     
         400
P(bar)  
   1.00000000000000     
   167.220735785953     
         300
           9
T(K)           P(bar)         rho,kg/m3      vp,km/s        vs,km/s        cp,J/K/m3      alpha,1/K      Ks,bar         Gs,bar        
  683.028        38963.4        3445.03        7.43862        3.57340       0.373479E+007  0.272924E-004  0.131971E+007   439903.     
  684.849        38963.4        3445.22        7.44070        3.57439       0.374092E+007  0.274340E-004  0.132051E+007   440171.     
  686.671        38963.4        3445.41        7.44284        3.57542       0.374721E+007  0.275833E-004  0.132135E+007   440450.     
  688.493        38963.4        3445.60        7.44498        3.57645       0.375366E+007  0.277409E-004  0.132218E+007   440728.     
  690.315        38963.4        3445.75        7.44677        3.57731       0.376023E+007  0.279067E-004  0.132288E+007   440959.     
  692.136        38963.4        3445.95        7.44895        3.57836       0.376708E+007  0.280841E-004  0.132373E+007   441242.     
  693.958        38963.4        3446.15        7.45112        3.57940       0.377417E+007  0.282731E-004  0.132457E+007   441524.     
  695.780        38963.4        3446.25        7.45264        3.58013       0.378141E+007  0.284730E-004  0.132516E+007   441718.     
  697.601        38963.4        3446.45        7.45482        3.58118       0.378907E+007  0.286899E-004  0.132601E+007   442003.     
  699.423        38963.4        3446.73        7.45756        3.58250       0.379716E+007  0.289256E-004  0.132709E+007   442364.     
  701.245        38963.4        3446.91        7.45959        3.58347       0.380555E+007  0.291784E-004  0.132788E+007   442627.     
  703.066        38963.4        3447.12        7.46180        3.58453       0.381443E+007  0.294545E-004  0.132875E+007   442916.     
  704.888        38963.4        3447.29        7.46376        3.58547       0.382384E+007  0.297561E-004  0.132951E+007   443171.     
  706.710        38963.4        3447.25        7.46413        3.58565       0.383367E+007  0.300837E-004  0.132963E+007   443209.     
  708.531        38963.4        3447.06        7.46347        3.58533       0.384414E+007  0.304452E-004  0.132932E+007   443106.     
  710.353        38963.4        3446.86        7.46276        3.58500       0.385557E+007  0.308520E-004  0.132899E+007   442997.     
  712.175        38963.4        3446.67        7.46201        3.58464       0.386821E+007  0.313148E-004  0.132865E+007   442883.     
  713.996        38963.4        3446.47        7.46121        3.58425       0.388234E+007  0.318481E-004  0.132829E+007   442763.     
  715.818        38963.4        3446.27        7.46035        3.58383       0.389842E+007  0.324723E-004  0.132790E+007   442634.     
  717.640        38963.4        3446.06        7.45940        3.58338       0.391708E+007  0.332173E-004  0.132748E+007   442495.     
  719.461        38963.4        3445.85        7.45834        3.58287       0.393930E+007  0.341286E-004  0.132703E+007   442343.     
  721.283        38963.4        3445.63        7.45715        3.58230       0.396667E+007  0.352802E-004  0.132652E+007   442173.     
  723.105        38963.4        3445.41        7.45577        3.58163       0.400196E+007  0.368021E-004  0.132594E+007   441980.     
  724.926        38963.4        3445.17        7.45411        3.58084       0.405065E+007  0.389507E-004  0.132526E+007   441753.     
  726.748        38963.4        3444.92        7.45203        3.57984       0.412557E+007  0.423279E-004  0.132442E+007   441475.     
  728.570        38963.4        3444.63        7.44931        3.57853       0.426779E+007  0.488709E-004  0.132335E+007   441116.     
  730.391        38963.4        3444.27        7.44989        3.57881       0.478362E+007  0.733696E-004  0.132341E+007   441138.     
  732.213        38963.4        3443.88        7.48346        3.59494       0.368533E+007  0.213046E-004  0.133522E+007   445073.     
  734.035        38963.4        3443.75        7.48312        3.59477       0.368792E+007  0.213143E-004  0.133504E+007   445015.     
  735.857        38963.4        3443.61        7.48278        3.59461       0.369050E+007  0.213240E-004  0.133487E+007   444957.     
  737.678        38963.4        3443.48        7.48244        3.59445       0.369306E+007  0.213336E-004  0.133470E+007   444899.     
  739.500        38963.4        3443.35        7.48209        3.59428       0.369561E+007  0.213432E-004  0.133452E+007   444841.     
  741.322        38963.4        3443.21        7.48175        3.59412       0.369815E+007  0.213529E-004  0.133435E+007   444783.     
  743.143        38963.4        3443.08        7.48141        3.59395       0.370068E+007  0.213624E-004  0.133417E+007   444725.     
  744.965        38963.4        3442.94        7.48107        3.59379       0.370319E+007  0.213720E-004  0.133400E+007   444667.     
  746.787        38963.4        3442.81        7.48072        3.59362       0.370570E+007  0.213815E-004  0.133383E+007   444609.     
  748.608        38963.4        3442.68        7.48038        3.59346       0.370819E+007  0.213910E-004  0.133365E+007   444551.     
  750.430        38963.4        3442.54        7.48004        3.59329       0.371067E+007  0.214005E-004  0.133348E+007   444493.     
  752.252        38963.4        3442.41        7.47969        3.59313       0.371315E+007  0.214100E-004  0.133330E+007   444435.     
  754.073        38963.4        3442.27        7.47935        3.59296       0.371560E+007  0.214195E-004  0.133313E+007   444376.     
  755.895        38963.4        3442.14        7.47901        3.59280       0.371805E+007  0.214289E-004  0.133295E+007   444318.     
  757.717        38963.4        3442.00        7.47866        3.59263       0.372049E+007  0.214383E-004  0.133278E+007   444260.     
  759.538        38963.4        3441.87        7.47832        3.59247       0.372292E+007  0.214477E-004  0.133261E+007   444202.     
  761.360        38963.4        3441.74        7.47797        3.59230       0.372534E+007  0.214570E-004  0.133243E+007   444144.     
  763.182        38963.4        3441.60        7.47763        3.59214       0.372774E+007  0.214664E-004  0.133226E+007   444085.     
  765.003        38963.4        3441.47        7.47729        3.59197       0.373013E+007  0.214757E-004  0.133208E+007   444027.     
  766.825        38963.4        3441.33        7.47694        3.59181       0.373252E+007  0.214850E-004  0.133191E+007   443969.     
  768.647        38963.4        3441.20        7.47660        3.59164       0.373489E+007  0.214943E-004  0.133173E+007   443910.     
  770.468        38963.4        3441.06        7.47625        3.59148       0.373726E+007  0.215035E-004  0.133156E+007   443852.     
  772.290        38963.4        3440.93        7.47591        3.59131       0.373961E+007  0.215128E-004  0.133138E+007   443794.     
  774.112        38963.4        3440.79        7.47556        3.59114       0.374195E+007  0.215220E-004  0.133121E+007   443735.     
  775.933        38963.4        3440.66        7.47522        3.59098       0.374428E+007  0.215312E-004  0.133103E+007   443677.     
  777.755        38963.4        3440.52        7.47487        3.59081       0.374660E+007  0.215404E-004  0.133086E+007   443618.     
  779.577        38963.4        3440.39        7.47452        3.59065       0.374892E+007  0.215495E-004  0.133068E+007   443560.     
  781.398        38963.4        3440.25        7.47418        3.59048       0.375122E+007  0.215587E-004  0.133050E+007   443501.     
  783.220        38963.4        3440.12        7.47383        3.59031       0.375351E+007  0.215678E-004  0.133033E+007   443443.     
  785.042        38963.4        3439.98        7.47349        3.59015       0.375579E+007  0.215769E-004  0.133015E+007   443384.     
  786.864        38963.4        3439.85        7.47314        3.58998       0.375806E+007  0.215860E-004  0.132998E+007   443326.     
  788.685        38963.4        3439.71        7.47279        3.58981       0.376033E+007  0.215951E-004  0.132980E+007   443267.     
  790.507        38963.4        3439.58        7.47245        3.58965       0.376258E+007  0.216041E-004  0.132963E+007   443209.     
  792.329        38963.4        3439.44        7.47210        3.58948       0.376482E+007  0.216131E-004  0.132945E+007   443150.     
  794.150        38963.4        3439.31        7.47175        3.58931       0.376706E+007  0.216222E-004  0.132927E+007   443091.     
  795.972        38963.4        3439.17        7.47140        3.58915       0.376928E+007  0.216312E-004  0.132910E+007   443033.     
  797.794        38963.4        3439.03        7.47106        3.58898       0.377150E+007  0.216401E-004  0.132892E+007   442974.     
  799.615        38963.4        3438.90        7.47071        3.58881       0.377370E+007  0.216491E-004  0.132875E+007   442915.     
  801.437        38963.4        3438.76        7.47036        3.58865       0.377590E+007  0.216581E-004  0.132857E+007   442857.     
  803.259        38963.4        3438.63        7.47001        3.58848       0.377808E+007  0.216670E-004  0.132839E+007   442798.     
  805.080        38963.4        3438.49        7.46966        3.58831       0.378026E+007  0.216759E-004  0.132822E+007   442739.     
  806.902        38963.4        3438.36        7.46932        3.58814       0.378243E+007  0.216848E-004  0.132804E+007   442681.     
  808.724        38963.4        3438.22        7.46897        3.58798       0.378459E+007  0.216937E-004  0.132787E+007   442622.     
  810.545        38963.4        3438.08        7.46862        3.58781       0.378674E+007  0.217025E-004  0.132769E+007   442563.     
  812.367        38963.4        3437.95        7.46827        3.58764       0.378888E+007  0.217114E-004  0.132751E+007   442504.     
  814.189        38963.4        3437.81        7.46792        3.58747       0.379101E+007  0.217202E-004  0.132734E+007   442445.     
  816.010        38963.4        3437.68        7.46757        3.58731       0.379313E+007  0.217291E-004  0.132716E+007   442386.     
  817.832        38963.4        3437.54        7.46722        3.58714       0.379525E+007  0.217379E-004  0.132698E+007   442327.     
